"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02276V02746","Domestic","C02196V04140","Region of Residence","UNIT","VALUE"
"HTQ16C01","Number of Trips by Irish Residents","20221","2022Q1","02","Outbound","IE06","Eastern and Midland","Thousand","665"
"HTQ16C01","Number of Trips by Irish Residents","20221","2022Q1","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20221","2022Q1","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20221","2022Q1","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","-","State","Thousand","3397"
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE04","Northern and Western","Thousand","623"
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE05","Southern","Thousand","1257"
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE06","Eastern and Midland","Thousand","1516"
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","-","State","Thousand","2175"
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE04","Northern and Western","Thousand","312"
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE05","Southern","Thousand","502"
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE06","Eastern and Midland","Thousand","1362"
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20222","2022Q2","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","-","State","Thousand","4506"
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE04","Northern and Western","Thousand","928"
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE05","Southern","Thousand","1436"
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE06","Eastern and Midland","Thousand","2142"
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","-","State","Thousand","3020"
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE04","Northern and Western","Thousand","382"
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE05","Southern","Thousand","758"
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE06","Eastern and Midland","Thousand","1880"
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20223","2022Q3","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","-","State","Thousand","3064"
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE04","Northern and Western","Thousand","624"
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE05","Southern","Thousand","1009"
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE06","Eastern and Midland","Thousand","1431"
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","-","State","Thousand","2287"
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE04","Northern and Western","Thousand","367"
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE05","Southern","Thousand","565"
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE06","Eastern and Midland","Thousand","1354"
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20224","2022Q4","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","-","State","Thousand","2571"
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE04","Northern and Western","Thousand","533"
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE05","Southern","Thousand","899"
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE06","Eastern and Midland","Thousand","1139"
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","-","State","Thousand","2082"
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE04","Northern and Western","Thousand","199"
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE05","Southern","Thousand","551"
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE06","Eastern and Midland","Thousand","1332"
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20231","2023Q1","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","-","State","Thousand","3826"
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE04","Northern and Western","Thousand","717"
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE05","Southern","Thousand","1334"
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE06","Eastern and Midland","Thousand","1774"
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","-","State","Thousand","3699"
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE04","Northern and Western","Thousand","512"
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE05","Southern","Thousand","1125"
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE06","Eastern and Midland","Thousand","2062"
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20232","2023Q2","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","-","State","Thousand","4518"
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE04","Northern and Western","Thousand","845"
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE05","Southern","Thousand","1615"
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE06","Eastern and Midland","Thousand","2058"
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","-","State","Thousand","3950"
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE04","Northern and Western","Thousand","783"
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE05","Southern","Thousand","1066"
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE06","Eastern and Midland","Thousand","2100"
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20233","2023Q3","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","-","State","Thousand","3394"
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE04","Northern and Western","Thousand","645"
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE05","Southern","Thousand","1208"
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE06","Eastern and Midland","Thousand","1540"
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","-","State","Thousand","2903"
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE04","Northern and Western","Thousand","417"
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE05","Southern","Thousand","787"
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE06","Eastern and Midland","Thousand","1700"
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20234","2023Q4","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","-","State","Thousand","3011"
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE04","Northern and Western","Thousand","661"
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE05","Southern","Thousand","913"
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE06","Eastern and Midland","Thousand","1437"
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","-","State","Thousand","2526"
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE04","Northern and Western","Thousand","406"
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE05","Southern","Thousand","707"
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE06","Eastern and Midland","Thousand","1413"
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20241","2024Q1","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","-","State","Thousand","4266"
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE04","Northern and Western","Thousand","687"
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE05","Southern","Thousand","1473"
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE06","Eastern and Midland","Thousand","2106"
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","-","State","Thousand","3763"
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE04","Northern and Western","Thousand","628"
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE05","Southern","Thousand","1257"
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE06","Eastern and Midland","Thousand","1878"
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20242","2024Q2","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","-","State","Thousand","4359"
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE04","Northern and Western","Thousand","710"
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE05","Southern","Thousand","1340"
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE06","Eastern and Midland","Thousand","2308"
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","-","State","Thousand","10211"
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE04","Northern and Western","Thousand","1500"
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE05","Southern","Thousand","2339"
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE06","Eastern and Midland","Thousand","6371"
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20181","2018Q1","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20182","2018Q2","01","Domestic","-","State","Thousand","6564"
"HTQ16C02","Number of Nights by Irish Residents","20182","2018Q2","01","Domestic","IE04","Northern and Western","Thousand","740"
"HTQ16C02","Number of Nights by Irish Residents","20182","2018Q2","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20182","2018Q2","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20182","2018Q2","01","Domestic","IE05","Southern","Thousand","2288"
"HTQ16C02","Number of Nights by Irish Residents","20182","2018Q2","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20182","2018Q2","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20182","2018Q2","01","Domestic","IE053","South-West","Thousand",""
