"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02276V02746","Domestic","C02196V04140","Region of Residence","UNIT","VALUE"
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE04","Northern and Western","Thousand","933"
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE05","Southern","Thousand","1096"
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE06","Eastern and Midland","Thousand","4040"
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20221","2022Q1","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","-","State","Thousand","7975"
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE04","Northern and Western","Thousand","1255"
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE05","Southern","Thousand","2656"
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE06","Eastern and Midland","Thousand","4064"
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","-","State","Thousand","17000"
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE04","Northern and Western","Thousand","2457"
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE05","Southern","Thousand","3488"
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE06","Eastern and Midland","Thousand","11055"
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20222","2022Q2","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","-","State","Thousand","14084"
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE04","Northern and Western","Thousand","2910"
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE05","Southern","Thousand","4290"
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE06","Eastern and Midland","Thousand","6884"
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","-","State","Thousand","25593"
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE04","Northern and Western","Thousand","2767"
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE05","Southern","Thousand","6168"
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE06","Eastern and Midland","Thousand","16657"
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20223","2022Q3","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","-","State","Thousand","6976"
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE04","Northern and Western","Thousand","1587"
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE05","Southern","Thousand","1754"
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE06","Eastern and Midland","Thousand","3635"
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","-","State","Thousand","12544"
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE04","Northern and Western","Thousand","2543"
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE05","Southern","Thousand","3048"
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE06","Eastern and Midland","Thousand","6953"
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20224","2022Q4","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","-","State","Thousand","5206"
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE04","Northern and Western","Thousand","1098"
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE05","Southern","Thousand","1574"
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE06","Eastern and Midland","Thousand","2535"
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","-","State","Thousand","15289"
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE04","Northern and Western","Thousand","1485"
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE05","Southern","Thousand","3811"
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE06","Eastern and Midland","Thousand","9993"
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20231","2023Q1","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","-","State","Thousand","8267"
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE04","Northern and Western","Thousand","1215"
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE05","Southern","Thousand","2924"
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE06","Eastern and Midland","Thousand","4128"
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","-","State","Thousand","21024"
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE04","Northern and Western","Thousand","2729"
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE05","Southern","Thousand","6779"
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE06","Eastern and Midland","Thousand","11516"
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20232","2023Q2","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","-","State","Thousand","13201"
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE04","Northern and Western","Thousand","2085"
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE05","Southern","Thousand","4399"
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE06","Eastern and Midland","Thousand","6717"
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","-","State","Thousand","27145"
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE04","Northern and Western","Thousand","5059"
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE05","Southern","Thousand","7699"
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE06","Eastern and Midland","Thousand","14387"
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20233","2023Q3","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","-","State","Thousand","7292"
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE04","Northern and Western","Thousand","1219"
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE05","Southern","Thousand","2415"
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE06","Eastern and Midland","Thousand","3658"
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","-","State","Thousand","16464"
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE04","Northern and Western","Thousand","2814"
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE05","Southern","Thousand","4841"
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE06","Eastern and Midland","Thousand","8809"
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20234","2023Q4","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","-","State","Thousand","6172"
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE04","Northern and Western","Thousand","1551"
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE05","Southern","Thousand","1716"
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE06","Eastern and Midland","Thousand","2904"
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","-","State","Thousand","13092"
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE04","Northern and Western","Thousand","1921"
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE05","Southern","Thousand","3954"
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE06","Eastern and Midland","Thousand","7217"
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20241","2024Q1","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","-","State","Thousand","8649"
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE04","Northern and Western","Thousand","1441"
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE05","Southern","Thousand","2766"
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE06","Eastern and Midland","Thousand","4442"
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","-","State","Thousand","22743"
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE04","Northern and Western","Thousand","4160"
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE041","Border","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE042","West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE05","Southern","Thousand","6746"
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE06","Eastern and Midland","Thousand","11837"
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C02","Number of Nights by Irish Residents","20242","2024Q2","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","-","State","Nights per Trip","2.1"
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE04","Northern and Western","Nights per Trip","2"
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE05","Southern","Nights per Trip","1.9"
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE06","Eastern and Midland","Nights per Trip","2.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","01","Domestic","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","-","State","Nights per Trip","6.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","IE04","Northern and Western","Nights per Trip","6.1"
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","IE05","Southern","Nights per Trip","5.6"
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","IE06","Eastern and Midland","Nights per Trip","6.4"
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20181","2018Q1","02","Outbound","IE062","Mid-East","Nights per Trip",""
